train_id,origin,destination,travel_date,booking_date,class,seats_requested,booked
T135,SBC,NDLS,2025-10-07,2025-07-09,SL,1,1
T104,JU,MAS,2025-06-21,2025-06-17,SL,1,0
T137,LKO,BCT,2025-05-10,2025-04-06,2A,1,0
T111,MAS,NDLS,2025-12-25,2025-11-13,3A,1,1
T108,KOL,BCT,2025-04-29,2025-03-28,2A,1,0
T109,BCT,SBC,2025-03-21,2025-02-24,3A,1,0
T100,KOL,HYD,2025-07-27,2025-07-02,SL,1,1
T105,PUNE,CSTM,2025-03-02,2025-02-25,SL,1,0
T138,SBC,JU,2025-12-11,2025-12-10,SL,1,0
T130,KOL,SBC,2025-04-08,2025-01-29,SL,1,1
T104,MAS,SBC,2025-01-31,2024-10-23,SL,1,1
T125,JU,MAS,2025-01-06,2024-09-30,3A,1,0
T125,BCT,HYD,2025-05-15,2025-01-28,3A,1,1
T112,BCT,KOL,2025-07-24,2025-06-10,3A,1,1
T106,PUNE,HYD,2025-02-11,2024-11-03,1A,1,1
T119,PUNE,KOL,2025-08-28,2025-06-15,3A,1,1
T108,JU,NDLS,2025-07-03,2025-04-20,2A,1,1
T108,JU,KOL,2025-01-17,2024-10-15,3A,1,1
T105,NDLS,PUNE,2025-02-24,2025-02-23,SL,1,0
T130,LKO,HYD,2025-04-02,2025-03-05,SL,1,0
T104,NDLS,LKO,2025-05-23,2025-04-07,3A,1,1
T138,PUNE,CSTM,2025-07-16,2025-05-15,3A,1,1
T137,HYD,CSTM,2025-02-25,2025-01-17,SL,1,1
T119,BCT,SBC,2025-10-28,2025-09-24,SL,1,1
T116,PUNE,NDLS,2025-05-04,2025-04-08,2A,1,0
T133,JU,CSTM,2025-04-04,2025-02-04,SL,1,1
T128,KOL,PUNE,2025-08-22,2025-06-30,1A,1,0
T103,HYD,SBC,2025-09-04,2025-05-08,SL,1,1
T134,NDLS,KOL,2025-02-23,2025-01-16,SL,1,1
T131,NDLS,JU,2025-10-08,2025-08-03,2A,1,0
T104,LKO,NDLS,2025-08-09,2025-06-17,2A,1,1
T111,LKO,BCT,2025-12-19,2025-09-20,SL,1,1
T132,JU,CSTM,2025-06-04,2025-04-20,SL,1,1
T125,SBC,CSTM,2025-06-03,2025-03-23,SL,1,1
T137,NDLS,JU,2025-12-19,2025-12-15,SL,1,1
T106,PUNE,JU,2025-06-05,2025-04-09,SL,1,1
T134,NDLS,SBC,2025-10-31,2025-09-27,3A,1,0
T135,HYD,CSTM,2025-11-16,2025-07-28,SL,1,1
T130,JU,KOL,2025-12-01,2025-08-20,3A,1,1
T109,JU,CSTM,2025-02-27,2025-02-12,SL,1,0
T122,LKO,JU,2025-08-25,2025-06-11,1A,1,1
T114,PUNE,CSTM,2025-12-10,2025-11-20,SL,1,0
T115,CSTM,LKO,2025-09-02,2025-05-30,3A,1,1
T116,PUNE,KOL,2025-01-11,2024-10-21,3A,1,0
T115,MAS,KOL,2025-10-01,2025-06-17,3A,1,1
T136,HYD,MAS,2025-10-31,2025-07-12,SL,1,1
T102,CSTM,HYD,2025-02-17,2024-10-30,SL,1,1
T139,PUNE,MAS,2025-04-08,2025-02-18,SL,1,1
T139,CSTM,KOL,2025-05-22,2025-03-01,3A,1,1
T124,NDLS,MAS,2025-08-25,2025-05-30,3A,1,1
T126,MAS,CSTM,2025-11-20,2025-08-15,SL,1,0
T133,JU,HYD,2025-08-15,2025-07-26,3A,1,0
T104,HYD,LKO,2025-04-10,2025-01-22,SL,1,1
T106,MAS,CSTM,2025-02-28,2024-11-07,SL,1,1
T123,KOL,LKO,2025-01-29,2024-10-02,SL,1,0
T121,KOL,SBC,2025-05-08,2025-04-01,SL,1,1
T122,CSTM,LKO,2025-06-29,2025-04-29,SL,1,1
T111,NDLS,PUNE,2025-06-20,2025-04-23,3A,1,1
T131,HYD,BCT,2025-10-30,2025-07-08,SL,1,1
T114,JU,CSTM,2025-02-11,2024-11-18,3A,1,1
T126,LKO,NDLS,2025-09-27,2025-05-31,SL,1,1
T125,JU,NDLS,2025-06-26,2025-05-07,SL,1,0
T124,LKO,KOL,2025-11-08,2025-10-23,SL,1,1
T114,SBC,HYD,2025-12-15,2025-11-05,SL,1,1
T117,NDLS,SBC,2025-11-11,2025-09-15,1A,1,1
T131,CSTM,PUNE,2025-01-03,2024-12-01,SL,1,0
T112,MAS,JU,2025-11-16,2025-09-19,3A,1,0
T117,BCT,PUNE,2025-07-10,2025-05-12,3A,1,1
T110,HYD,NDLS,2025-03-31,2025-02-09,3A,1,0
T108,KOL,CSTM,2025-11-12,2025-08-24,3A,1,1
T139,JU,NDLS,2025-05-06,2025-02-19,2A,1,1
T127,KOL,JU,2025-09-24,2025-09-14,3A,1,0
T101,HYD,SBC,2025-07-25,2025-06-18,3A,1,1
T130,HYD,KOL,2025-05-22,2025-04-24,1A,1,1
T135,KOL,LKO,2025-10-31,2025-10-14,3A,1,1
T124,JU,HYD,2025-12-29,2025-10-15,SL,1,1
T106,MAS,NDLS,2025-05-01,2025-01-25,1A,1,0
T124,HYD,NDLS,2025-02-18,2024-12-04,SL,1,1
T104,CSTM,KOL,2025-05-02,2025-04-26,SL,1,0
T115,CSTM,BCT,2025-10-12,2025-09-10,SL,1,0
T128,JU,KOL,2025-03-09,2025-01-17,3A,1,0
T110,LKO,SBC,2025-10-10,2025-07-16,SL,1,1
T120,JU,HYD,2025-06-28,2025-03-29,3A,1,1
T113,PUNE,BCT,2025-04-16,2025-01-16,SL,1,1
T119,HYD,JU,2025-12-03,2025-10-14,3A,1,1
T104,SBC,BCT,2025-09-21,2025-09-20,3A,1,0
T124,SBC,KOL,2025-12-04,2025-10-01,SL,1,1
T117,JU,MAS,2025-12-28,2025-10-16,SL,1,0
T104,HYD,PUNE,2025-11-30,2025-08-14,1A,1,1
T129,BCT,MAS,2025-05-02,2025-02-16,3A,1,1
T113,SBC,JU,2025-06-18,2025-05-18,SL,1,1
T108,LKO,HYD,2025-12-07,2025-11-22,2A,1,0
T107,BCT,MAS,2025-03-27,2025-02-01,SL,1,0
T136,BCT,JU,2025-07-07,2025-03-14,SL,1,1
T134,LKO,MAS,2025-10-03,2025-09-15,SL,1,0
T138,MAS,BCT,2025-11-11,2025-08-06,SL,1,1
T106,NDLS,SBC,2025-05-10,2025-03-28,SL,1,1
T129,BCT,SBC,2025-04-24,2025-01-29,1A,1,1
T123,NDLS,KOL,2025-03-06,2025-02-04,2A,1,0
T109,NDLS,SBC,2025-11-15,2025-11-08,SL,1,0
T126,BCT,SBC,2025-09-06,2025-08-27,SL,1,0
T109,LKO,NDLS,2025-01-15,2024-11-01,SL,1,1
T100,KOL,SBC,2025-05-30,2025-05-11,3A,1,0
T103,SBC,KOL,2025-01-05,2024-10-19,SL,1,1
T102,NDLS,HYD,2025-11-06,2025-09-17,3A,1,1
T109,CSTM,NDLS,2025-06-23,2025-03-12,3A,1,1
T139,NDLS,LKO,2025-01-07,2024-10-12,3A,1,1
T118,KOL,HYD,2025-06-17,2025-04-06,2A,1,1
T102,SBC,KOL,2025-05-15,2025-03-24,SL,1,1
T132,MAS,NDLS,2025-04-26,2025-04-20,SL,1,1
T111,BCT,PUNE,2025-12-17,2025-10-01,SL,1,1
T110,NDLS,CSTM,2025-02-24,2024-11-13,SL,1,1
T137,SBC,CSTM,2025-07-21,2025-06-10,3A,1,1
T135,MAS,SBC,2025-08-18,2025-06-28,SL,1,1
T123,PUNE,JU,2025-08-05,2025-04-23,3A,1,1
T100,CSTM,KOL,2025-08-06,2025-08-03,SL,1,1
T129,HYD,BCT,2025-02-26,2024-11-07,3A,1,1
T135,LKO,KOL,2025-04-08,2025-03-18,SL,1,0
T112,CSTM,BCT,2025-08-19,2025-05-17,2A,1,1
T137,PUNE,JU,2025-11-03,2025-07-23,SL,1,1
T109,NDLS,SBC,2025-11-16,2025-09-26,SL,1,1
T127,SBC,BCT,2025-01-24,2024-10-11,SL,1,0
T101,HYD,BCT,2025-03-24,2025-02-03,SL,1,0
T112,KOL,CSTM,2025-09-23,2025-07-11,SL,1,1
T116,HYD,NDLS,2025-01-03,2024-12-22,SL,1,0
T119,LKO,CSTM,2025-02-22,2025-02-21,SL,1,1
T130,SBC,MAS,2025-09-11,2025-07-09,2A,1,1
T134,JU,MAS,2025-11-25,2025-07-31,SL,1,1
T123,LKO,MAS,2025-05-07,2025-02-03,SL,1,1
T123,MAS,PUNE,2025-08-26,2025-05-07,SL,1,1
T138,NDLS,CSTM,2025-02-21,2024-12-16,2A,1,1
T112,KOL,BCT,2025-07-02,2025-05-20,3A,1,0
T129,CSTM,NDLS,2025-12-24,2025-10-08,3A,1,1
T129,SBC,CSTM,2025-11-14,2025-10-23,3A,1,0
T114,KOL,LKO,2025-09-16,2025-06-17,SL,1,1
T123,NDLS,BCT,2025-05-25,2025-03-11,2A,1,1
T137,LKO,MAS,2025-11-04,2025-08-04,SL,1,1
T139,NDLS,KOL,2025-01-15,2024-10-26,SL,1,0
T125,LKO,NDLS,2025-09-03,2025-08-20,1A,1,0
T133,LKO,MAS,2025-10-12,2025-09-30,SL,1,0
T138,CSTM,PUNE,2025-03-22,2024-12-22,3A,1,0
T102,KOL,MAS,2025-10-08,2025-09-11,SL,1,1
T107,LKO,KOL,2025-09-05,2025-05-27,SL,1,1
T117,JU,LKO,2025-07-22,2025-06-01,SL,1,0
T124,KOL,HYD,2025-03-20,2024-12-20,SL,1,1
T120,PUNE,SBC,2025-06-02,2025-02-03,SL,1,1
T128,HYD,SBC,2025-04-08,2025-01-23,SL,1,0
T128,KOL,NDLS,2025-08-06,2025-05-03,3A,1,0
T118,JU,PUNE,2025-12-07,2025-11-14,2A,1,0
T112,HYD,JU,2025-02-13,2024-12-21,SL,1,1
T119,PUNE,SBC,2025-08-25,2025-06-27,1A,1,1
T100,MAS,BCT,2025-06-03,2025-02-15,SL,1,1
T108,LKO,BCT,2025-07-21,2025-06-21,1A,1,0
T100,HYD,LKO,2025-02-08,2024-11-10,SL,1,1
T126,JU,KOL,2025-07-13,2025-05-08,SL,1,0
T115,LKO,PUNE,2025-03-30,2025-01-10,SL,1,1
T103,NDLS,BCT,2025-08-28,2025-07-20,SL,1,0
T117,SBC,HYD,2025-10-08,2025-08-17,3A,1,0
T104,KOL,MAS,2025-06-10,2025-02-27,SL,1,1
T107,CSTM,MAS,2025-07-16,2025-06-06,SL,1,1
T116,MAS,LKO,2025-02-27,2024-11-01,3A,1,1
T127,SBC,HYD,2025-06-04,2025-04-19,3A,1,1
T102,KOL,MAS,2025-08-04,2025-06-11,SL,1,1
T137,CSTM,LKO,2025-10-06,2025-07-05,SL,1,1
T106,SBC,KOL,2025-04-18,2024-12-27,3A,1,0
T114,LKO,JU,2025-02-22,2024-12-23,SL,1,1
T125,KOL,SBC,2025-01-07,2024-12-04,SL,1,1
T111,JU,KOL,2025-05-02,2025-03-11,SL,1,1
T124,CSTM,KOL,2025-03-13,2024-11-18,SL,1,1
T135,HYD,LKO,2025-07-24,2025-07-10,SL,1,1
T136,CSTM,PUNE,2025-10-06,2025-09-11,SL,1,0
T116,PUNE,SBC,2025-09-16,2025-08-27,SL,1,0
T103,KOL,NDLS,2025-07-10,2025-05-27,3A,1,0
T116,LKO,SBC,2025-04-30,2025-04-28,3A,1,0
T112,KOL,SBC,2025-11-26,2025-08-17,3A,1,1
T126,HYD,JU,2025-05-20,2025-03-07,1A,1,0
T129,LKO,MAS,2025-02-15,2025-01-16,2A,1,0
T119,LKO,SBC,2025-07-28,2025-05-06,3A,1,1
T118,JU,MAS,2025-05-25,2025-01-26,SL,1,1
T122,BCT,HYD,2025-07-21,2025-05-12,3A,1,1
T104,LKO,PUNE,2025-02-28,2024-11-10,SL,1,0
T125,SBC,HYD,2025-02-07,2024-10-28,SL,1,1
T116,HYD,KOL,2025-04-13,2024-12-26,SL,1,1
T132,NDLS,SBC,2025-01-29,2024-10-08,SL,1,1
T110,HYD,NDLS,2025-03-11,2025-02-20,SL,1,0
T100,NDLS,PUNE,2025-06-02,2025-05-06,2A,1,0
T103,NDLS,CSTM,2025-04-28,2025-03-17,3A,1,1
T133,NDLS,CSTM,2025-07-22,2025-05-07,SL,1,1
T102,CSTM,PUNE,2025-08-01,2025-05-05,2A,1,1
T134,MAS,LKO,2025-09-14,2025-06-16,2A,1,0
T138,PUNE,KOL,2025-01-03,2024-12-08,1A,1,0
T129,PUNE,BCT,2025-12-08,2025-12-03,1A,1,1
T130,JU,BCT,2025-10-20,2025-06-30,SL,1,0
T114,HYD,LKO,2025-09-05,2025-07-09,3A,1,0
T125,SBC,HYD,2025-11-07,2025-07-13,SL,1,1
T123,LKO,NDLS,2025-02-12,2025-02-07,2A,1,0
T117,CSTM,BCT,2025-03-10,2025-01-03,3A,1,0
T109,PUNE,SBC,2025-05-06,2025-03-20,3A,1,0
T118,PUNE,HYD,2025-05-09,2025-04-12,SL,1,1
T132,MAS,JU,2025-11-05,2025-09-24,SL,1,0
T100,CSTM,PUNE,2025-01-24,2024-10-26,3A,1,1
T109,NDLS,HYD,2025-08-31,2025-08-26,SL,1,0
T102,JU,HYD,2025-03-05,2024-11-21,2A,1,0
T114,JU,LKO,2025-01-23,2024-12-19,SL,1,0
T128,JU,HYD,2025-11-23,2025-11-04,SL,1,0
T136,BCT,KOL,2025-09-18,2025-08-29,3A,1,0
T125,PUNE,SBC,2025-01-04,2024-12-10,SL,1,0
T107,MAS,SBC,2025-01-28,2024-10-21,SL,1,1
T128,NDLS,CSTM,2025-10-23,2025-10-10,3A,1,1
T107,KOL,CSTM,2025-06-14,2025-04-25,2A,1,0
T114,NDLS,KOL,2025-10-22,2025-10-15,1A,1,0
T113,PUNE,SBC,2025-06-28,2025-04-01,3A,1,1
T134,PUNE,NDLS,2025-03-23,2025-01-27,2A,1,1
T125,HYD,NDLS,2025-08-10,2025-05-28,SL,1,0
T118,NDLS,KOL,2025-12-10,2025-08-30,3A,1,1
T109,MAS,CSTM,2025-06-03,2025-03-31,SL,1,1
T131,HYD,JU,2025-06-27,2025-06-12,SL,1,0
T112,CSTM,LKO,2025-04-11,2025-01-17,SL,1,0
T133,NDLS,MAS,2025-12-03,2025-08-29,2A,1,0
T111,JU,PUNE,2025-09-19,2025-08-11,3A,1,0
T129,HYD,BCT,2025-04-17,2024-12-28,3A,1,1
T102,JU,CSTM,2025-04-17,2025-01-11,3A,1,1
T125,LKO,PUNE,2025-02-27,2024-12-18,SL,1,1
T108,SBC,PUNE,2025-04-20,2025-02-08,2A,1,0
T108,KOL,CSTM,2025-05-30,2025-04-28,2A,1,1
T125,KOL,PUNE,2025-05-07,2025-03-27,3A,1,1
T113,KOL,CSTM,2025-05-21,2025-01-30,3A,1,1
T116,NDLS,LKO,2025-11-21,2025-08-11,3A,1,0
T133,MAS,NDLS,2025-12-15,2025-12-13,2A,1,0
T122,MAS,LKO,2025-02-17,2025-01-17,3A,1,1
T134,SBC,HYD,2025-01-20,2024-11-22,SL,1,1
T129,HYD,SBC,2025-07-28,2025-06-08,2A,1,1
T138,HYD,MAS,2025-08-21,2025-04-26,SL,1,1
T103,CSTM,LKO,2025-08-20,2025-04-23,SL,1,1
T114,BCT,SBC,2025-10-23,2025-09-16,SL,1,1
T133,LKO,KOL,2025-08-23,2025-05-29,SL,1,1
T123,SBC,BCT,2025-06-26,2025-05-31,SL,1,0
T100,JU,NDLS,2025-08-01,2025-04-04,2A,1,0
T114,BCT,PUNE,2025-08-06,2025-08-03,SL,1,1
T132,MAS,PUNE,2025-01-20,2024-12-02,3A,1,1
T116,HYD,MAS,2025-03-20,2025-02-11,SL,1,0
T129,NDLS,PUNE,2025-05-04,2025-01-15,2A,1,1
T136,HYD,MAS,2025-05-10,2025-03-25,3A,1,1
T121,HYD,SBC,2025-11-28,2025-08-30,3A,1,0
T114,CSTM,MAS,2025-07-06,2025-06-23,3A,1,0
T110,SBC,CSTM,2025-12-04,2025-09-06,1A,1,1
T113,JU,HYD,2025-07-16,2025-05-13,SL,1,1
T108,KOL,HYD,2025-12-30,2025-11-05,3A,1,1
T139,KOL,JU,2025-02-27,2024-11-26,3A,1,0
T122,LKO,HYD,2025-06-16,2025-03-23,1A,1,1
T114,CSTM,JU,2025-03-12,2024-12-20,2A,1,1
T101,JU,MAS,2025-01-28,2024-11-21,SL,1,1
T137,BCT,KOL,2025-04-01,2025-02-09,3A,1,1
T133,NDLS,SBC,2025-01-31,2024-12-31,SL,1,0
T139,CSTM,PUNE,2025-12-12,2025-11-27,3A,1,0
T125,HYD,CSTM,2025-09-30,2025-06-15,3A,1,0
T120,KOL,PUNE,2025-07-28,2025-07-06,SL,1,1
T109,NDLS,PUNE,2025-10-02,2025-09-14,2A,1,0
T131,JU,HYD,2025-02-20,2024-11-18,SL,1,1
T132,KOL,CSTM,2025-02-09,2025-01-18,3A,1,0
T111,SBC,HYD,2025-11-16,2025-10-17,SL,1,1
T127,MAS,JU,2025-08-30,2025-05-07,3A,1,1
T114,SBC,LKO,2025-03-20,2024-12-15,SL,1,1
T135,NDLS,SBC,2025-04-12,2025-02-06,SL,1,1
T105,CSTM,PUNE,2025-04-28,2025-04-13,3A,1,1
T111,KOL,BCT,2025-01-23,2024-12-22,3A,1,1
T119,KOL,NDLS,2025-01-02,2024-10-04,SL,1,1
T104,KOL,LKO,2025-12-12,2025-09-11,SL,1,0
T115,SBC,MAS,2025-04-17,2025-02-14,2A,1,1
T115,MAS,PUNE,2025-01-29,2024-10-25,3A,1,1
T113,SBC,NDLS,2025-12-19,2025-08-23,SL,1,1
T114,SBC,LKO,2025-04-27,2025-02-13,SL,1,1
T115,MAS,CSTM,2025-02-18,2024-11-05,3A,1,1
T104,BCT,NDLS,2025-12-21,2025-09-27,SL,1,0
T119,MAS,LKO,2025-04-30,2025-03-27,1A,1,1
T127,PUNE,JU,2025-09-21,2025-09-10,1A,1,1
T108,CSTM,PUNE,2025-01-31,2024-11-19,SL,1,1
T107,SBC,JU,2025-08-02,2025-04-25,2A,1,1
T131,PUNE,MAS,2025-02-20,2024-12-20,SL,1,1
T134,NDLS,BCT,2025-08-29,2025-05-17,SL,1,0
T125,CSTM,HYD,2025-11-24,2025-11-14,2A,1,0
T104,LKO,SBC,2025-12-06,2025-11-29,3A,1,0
T109,CSTM,SBC,2025-02-17,2025-02-14,2A,1,0
T133,LKO,SBC,2025-04-04,2024-12-28,2A,1,1
T111,KOL,MAS,2025-01-21,2025-01-01,3A,1,0
T115,PUNE,MAS,2025-06-14,2025-03-13,3A,1,0
T109,LKO,BCT,2025-03-14,2024-11-26,2A,1,0
T126,SBC,PUNE,2025-03-24,2025-03-14,2A,1,1
T102,CSTM,NDLS,2025-11-21,2025-09-07,SL,1,0
T130,MAS,BCT,2025-04-23,2025-04-10,3A,1,0
T108,CSTM,HYD,2025-09-04,2025-05-22,SL,1,1
T103,HYD,JU,2025-07-22,2025-06-18,2A,1,1
T127,SBC,BCT,2025-01-19,2024-10-05,SL,1,0
T137,CSTM,KOL,2025-12-27,2025-11-22,2A,1,1
T115,BCT,NDLS,2025-06-19,2025-03-24,SL,1,1
T137,LKO,JU,2025-09-20,2025-05-31,3A,1,1
T119,NDLS,BCT,2025-11-21,2025-10-08,SL,1,0
T123,PUNE,MAS,2025-06-04,2025-02-13,SL,1,1
T138,MAS,BCT,2025-12-19,2025-11-17,3A,1,0
T129,HYD,SBC,2025-10-09,2025-08-28,3A,1,1
T110,LKO,MAS,2025-10-14,2025-09-26,SL,1,1
T118,CSTM,BCT,2025-07-14,2025-07-03,3A,1,0
T136,BCT,KOL,2025-09-27,2025-08-30,SL,1,1
T129,HYD,BCT,2025-11-29,2025-08-20,3A,1,0
T117,BCT,JU,2025-06-22,2025-03-02,1A,1,0
T108,KOL,JU,2025-09-18,2025-08-10,2A,1,1
T137,KOL,JU,2025-01-18,2024-11-16,SL,1,1
T119,BCT,PUNE,2025-10-17,2025-07-03,3A,1,1
T127,KOL,SBC,2025-06-20,2025-06-13,3A,1,0
T127,BCT,JU,2025-02-06,2024-10-20,SL,1,1
T135,CSTM,LKO,2025-02-13,2024-11-13,SL,1,1
T102,MAS,PUNE,2025-12-13,2025-11-13,2A,1,1
T118,LKO,JU,2025-08-26,2025-07-23,3A,1,0
T134,JU,BCT,2025-03-01,2025-02-16,SL,1,0
T104,SBC,LKO,2025-10-05,2025-07-10,SL,1,1
T136,HYD,SBC,2025-05-15,2025-01-20,3A,1,0
T139,MAS,BCT,2025-08-12,2025-07-20,3A,1,1
T120,NDLS,MAS,2025-09-12,2025-08-17,SL,1,1
T119,SBC,BCT,2025-12-23,2025-11-24,SL,1,1
T113,NDLS,SBC,2025-11-16,2025-09-01,3A,1,1
T112,SBC,CSTM,2025-09-07,2025-06-08,SL,1,1
T126,PUNE,JU,2025-12-10,2025-11-01,3A,1,1
T107,JU,CSTM,2025-11-02,2025-10-12,3A,1,1
T137,SBC,PUNE,2025-09-08,2025-07-23,2A,1,0
T118,CSTM,JU,2025-06-11,2025-04-07,3A,1,1
T121,KOL,SBC,2025-12-14,2025-10-17,2A,1,1
T126,BCT,SBC,2025-04-07,2025-02-04,3A,1,0
T102,NDLS,PUNE,2025-11-01,2025-10-22,3A,1,0
T130,CSTM,JU,2025-01-07,2024-11-18,SL,1,1
T121,JU,CSTM,2025-05-29,2025-02-23,SL,1,0
T115,PUNE,KOL,2025-09-06,2025-08-13,3A,1,1
T100,SBC,BCT,2025-08-24,2025-07-21,2A,1,0
T136,MAS,PUNE,2025-02-15,2024-10-25,SL,1,1
T133,LKO,HYD,2025-05-14,2025-02-23,SL,1,1
T105,PUNE,NDLS,2025-05-22,2025-05-07,SL,1,0
T105,MAS,SBC,2025-04-14,2025-03-05,3A,1,0
T103,KOL,JU,2025-06-13,2025-05-14,SL,1,0
T115,LKO,JU,2025-08-30,2025-06-30,SL,1,1
T115,KOL,PUNE,2025-01-13,2025-01-12,2A,1,0
T138,CSTM,KOL,2025-04-18,2025-03-19,3A,1,0
T121,CSTM,MAS,2025-09-30,2025-08-11,3A,1,1
T102,HYD,KOL,2025-04-24,2025-01-13,3A,1,1
T132,SBC,CSTM,2025-05-13,2025-04-23,3A,1,1
T123,CSTM,MAS,2025-06-20,2025-02-28,1A,1,1
T105,PUNE,KOL,2025-12-11,2025-09-28,1A,1,0
T120,CSTM,BCT,2025-12-11,2025-12-10,2A,1,1
T113,PUNE,JU,2025-09-10,2025-08-12,2A,1,0
T104,KOL,JU,2025-06-18,2025-04-27,SL,1,1
T126,HYD,CSTM,2025-11-22,2025-11-11,3A,1,0
T116,PUNE,KOL,2025-12-07,2025-08-31,SL,1,0
T134,HYD,CSTM,2025-09-10,2025-06-17,3A,1,1
T137,JU,MAS,2025-11-16,2025-10-11,3A,1,0
T102,SBC,LKO,2025-04-12,2025-01-05,SL,1,1
T101,KOL,MAS,2025-07-29,2025-05-26,SL,1,0
T100,NDLS,BCT,2025-08-09,2025-04-25,SL,1,1
T119,LKO,BCT,2025-01-17,2024-12-07,2A,1,1
T125,PUNE,BCT,2025-12-16,2025-10-22,3A,1,1
T121,CSTM,MAS,2025-04-13,2025-01-14,3A,1,0
T128,CSTM,LKO,2025-03-28,2025-02-28,3A,1,1
T113,JU,MAS,2025-12-29,2025-10-01,3A,1,0
T123,NDLS,CSTM,2025-02-14,2024-12-28,1A,1,0
T100,LKO,HYD,2025-05-18,2025-04-14,SL,1,0
T130,SBC,LKO,2025-03-20,2024-12-12,2A,1,1
T138,CSTM,NDLS,2025-11-11,2025-09-14,3A,1,1
T138,NDLS,LKO,2025-08-17,2025-06-26,3A,1,1
T123,SBC,CSTM,2025-11-02,2025-09-19,SL,1,0
T114,JU,NDLS,2025-11-04,2025-08-18,SL,1,0
T120,NDLS,MAS,2025-07-18,2025-05-27,SL,1,1
T101,KOL,BCT,2025-04-01,2025-01-25,3A,1,1
T130,LKO,JU,2025-09-20,2025-06-14,SL,1,1
T139,KOL,SBC,2025-10-01,2025-09-21,3A,1,0
T131,CSTM,PUNE,2025-10-09,2025-08-15,SL,1,1
T121,CSTM,PUNE,2025-10-19,2025-07-16,SL,1,1
T133,KOL,NDLS,2025-04-25,2025-01-10,SL,1,1
T118,HYD,NDLS,2025-12-16,2025-11-30,SL,1,1
T123,HYD,SBC,2025-03-15,2025-01-31,SL,1,1
T123,SBC,NDLS,2025-07-14,2025-06-25,SL,1,0
T131,NDLS,CSTM,2025-12-28,2025-12-03,SL,1,0
T111,LKO,BCT,2025-10-08,2025-07-01,SL,1,1
T131,SBC,JU,2025-01-08,2024-12-13,3A,1,1
T105,PUNE,HYD,2025-05-13,2025-03-15,3A,1,1
T100,MAS,PUNE,2025-12-15,2025-11-25,3A,1,0
T110,HYD,JU,2025-07-03,2025-05-02,SL,1,0
T112,KOL,CSTM,2025-02-03,2024-12-26,2A,1,1
T102,MAS,BCT,2025-04-28,2025-01-03,SL,1,0
T132,MAS,BCT,2025-07-15,2025-07-02,SL,1,0
T123,BCT,KOL,2025-08-30,2025-07-26,3A,1,1
T105,MAS,CSTM,2025-02-06,2025-01-17,3A,1,0
T104,HYD,NDLS,2025-06-07,2025-04-04,SL,1,1
T139,KOL,BCT,2025-04-27,2025-02-16,1A,1,1
T119,JU,LKO,2025-01-05,2024-10-22,1A,1,1
T110,HYD,JU,2025-03-03,2024-12-18,3A,1,1
T137,KOL,HYD,2025-05-20,2025-02-28,3A,1,1
T112,SBC,KOL,2025-10-13,2025-09-09,SL,1,0
T117,BCT,NDLS,2025-08-25,2025-05-17,2A,1,0
T119,PUNE,HYD,2025-10-27,2025-09-16,SL,1,1
T120,LKO,CSTM,2025-12-31,2025-11-17,3A,1,1
T104,SBC,HYD,2025-06-14,2025-04-09,SL,1,1
T136,SBC,BCT,2025-11-13,2025-10-26,3A,1,1
T134,JU,HYD,2025-07-17,2025-04-16,3A,1,1
T111,CSTM,SBC,2025-11-08,2025-10-15,1A,1,0
T109,CSTM,BCT,2025-09-30,2025-09-25,3A,1,0
T119,SBC,PUNE,2025-02-10,2025-01-17,SL,1,1
T137,JU,LKO,2025-04-14,2025-02-11,3A,1,1
T121,CSTM,SBC,2025-12-21,2025-12-03,SL,1,0
T138,CSTM,PUNE,2025-12-16,2025-10-24,3A,1,0
T109,CSTM,BCT,2025-07-24,2025-03-31,SL,1,1
T103,PUNE,SBC,2025-06-22,2025-04-23,SL,1,1
T126,JU,PUNE,2025-06-11,2025-03-25,3A,1,1
T115,PUNE,NDLS,2025-11-10,2025-11-05,3A,1,0
T129,MAS,KOL,2025-11-06,2025-08-12,SL,1,1
T102,CSTM,LKO,2025-12-03,2025-10-18,3A,1,1
T129,LKO,NDLS,2025-05-18,2025-04-05,3A,1,1
T107,KOL,SBC,2025-08-27,2025-05-21,3A,1,1
T137,SBC,NDLS,2025-05-01,2025-02-10,SL,1,0
T116,BCT,SBC,2025-06-18,2025-04-21,SL,1,1
T116,MAS,CSTM,2025-11-22,2025-10-07,SL,1,1
T100,HYD,CSTM,2025-11-09,2025-09-05,SL,1,0
T113,HYD,CSTM,2025-09-14,2025-08-28,SL,1,0
T111,BCT,PUNE,2025-09-07,2025-06-25,SL,1,1
T113,KOL,JU,2025-03-24,2024-12-01,1A,1,0
T128,NDLS,HYD,2025-04-16,2025-01-14,2A,1,1
T128,LKO,JU,2025-08-13,2025-06-19,SL,1,0
T117,BCT,LKO,2025-10-13,2025-07-26,SL,1,1
T125,NDLS,SBC,2025-08-12,2025-07-11,3A,1,1
T100,HYD,JU,2025-03-06,2025-01-12,SL,1,1
T121,PUNE,BCT,2025-03-04,2025-02-09,3A,1,0
T114,MAS,LKO,2025-12-03,2025-09-27,SL,1,1
T101,LKO,SBC,2025-11-18,2025-09-04,SL,1,1
T123,CSTM,KOL,2025-12-27,2025-12-03,3A,1,1
